CHORD_ROOT,CHORD_TYPE,CHORD_STRUCTURE,FINGER_POSITIONS,NOTE_NAMES,FRETS
C,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",C Bb E F#,"8, x, 8, 9, 7, x"
C,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x",C F# Bb,"x, 3, 4, 3, x, x"
C,7(#11),1;3;5;b7;#11,"x,x,x,1,3,2",C F# Bb,"x, x, x, 5, 7, 6"
C,m6,1;b3;5;6,"x,3,1,2,1,x",C Eb A C,"x, 3, 1, 2, 1, x"
C,m6,1;b3;5;6,"x,1,x,3,2,4",C C Eb A,"x, 3, x, 5, 4, 5"
C,m6,1;b3;5;6,"1,x,3,1,4,1",C C Eb A C,"8, x, 10, 8, 10, 8"
C,m6,1;b3;5;6,"2,x,1,3,4,x",C A Eb G,"8, x, 7, 8, 8, x"
C,m6/9,1;b3;5;6;9,"x,x,1,2,2,4",A Eb G D,"x, x, 7, 8, 8, 10"
C,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",C E Bb Db,"x, 3, 2, 3, 2, x"
C,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",C E Bb Db,"8, 7, 8, 6, x, x"
C,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",C Bb E G Db,"8, x, 8, 9, 8, 9"
C,7(b9),1;3;5;b7;b9,"x,2,1,3,1,4",C E Bb Db G,"x, 3, 2, 3, 2, 3"
C,7(b9),1;3;5;b7;b9,"3,x,1,4,2,x",G E Bb Db,"3, x, 2, 3, 2, x"
C,m9,1;b3;5;b7;9,"x,2,1,3,4,x",C Eb Bb D,"x, 3, 1, 3, 3, x"
C,m9,1;b3;5;b7;9,"3,1,4,2,x,x",C Eb Bb D,"8, 6, 8, 7, x, x"
C,m9,1;b3;5;b7;9,"1,3,1,1,1,4",C G Bb Eb G D,"8, 10, 8, 8, 8, 10"
C,m9,1;b3;5;b7;9,"x,x,2,1,4,3",C Eb Bb D,"x, x, 10, 8, 11, 10"
C,13(b9),1;3;5;b7;b9;11;13,"x,x,1,2,4,3",Bb E A Db,"x, x, 8, 9, 10, 9"
C,sus4,1;4;5,"x,3,4,0,1,x",C F G C,"x, 3, 3, 0, 1, x"
C,sus4,1;4;5,"x,1,2,3,4,1",C G C F G,"x, 3, 5, 5, 6, 3"
C,sus4,1;4;5,"1,1,3,4,1,1",C F C F G C,"8, 8, 10, 10, 8, 8"
C,6/9,1;3;5;6;9,"x,2,1,1,3,4",C E A D G,"x, 3, 2, 2, 3, 3"
C,6/9,1;3;5;6;9,"2,1,1,1,3,4",C E A D G C,"8, 7, 7, 7, 8, 8"
C,6/9,1;3;5;6;9,"x,x,2,1,3,4",C E A D,"x, x, 10, 9, 10, 10"
C,6/9,1;3;5;6;9,"x,2,1,1,3,x",C E A D,"x, 3, 2, 2, 3, x"
D,9(#5),1;3;#5;b7;9,"x,1,2,1,1,x",C F# A# D,"x, 3, 4, 3, 3, x"
D,9(#5),1;3;#5;b7;9,"x,x,1,3,3,4",F# C E A#,"x, x, 4, 5, 5, 6"
D,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",D F# C E B,"x, 5, 4, 5, 5, 7"
D,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1",D C E F# B,"10, x, 10, 9, 7, 7"
D,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",D C F# B E,"10, x, 10, 11, 0, 0"
D,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",D C F# B,"10, x, 10, 11, 0, x"
D,13,1;3;5;b7;9;11;13,"x,1,3,1,1,4",D A C E B,"x, 5, 7, 5, 5, 7"
D,13,1;3;5;b7;9;11;13,"x,2,1,3,0,4",D F# C B A,"x, 5, 4, 5, 0, 5"
D,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1",C F# B D,"x, x, 10, 11, 0, 10"
D,13,1;3;5;b7;9;11;13,"x,1,3,3,2,x",C F# B D,"x, 3, 4, 4, 3, x"
D,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4",F# C E B,"x, x, 4, 5, 5, 7"
D,13,1;3;5;b7;9;11;13,"x,1,x,2,4,4",D C F# B,"x, 5, x, 5, 7, 7"
D,13,1;3;5;b7;9;11;13,"x,0,1,2,2,4",A F# C E B,"x, 0, 4, 5, 5, 7"
D,13,1;3;5;b7;9;11;13,"1,3,1,2,4,1",D A C F# B D,"10, 0, 10, 11, 0, 10"
D,13,1;3;5;b7;9;11;13,"x,x,1,2,3,4",C F# B E,"x, x, 10, 11, 0, 0"
D,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",D F# C F,"x, 5, 4, 5, 6, x"
D,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x",D F# C F A,"10, 9, 10, 10, 10, x"
D,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",D A C F# A F,"10, 0, 10, 11, 10, 1"
D,9,1;3;5;b7;9,"x,0,x,2,1,0",A A C E,"x, 0, x, 2, 1, 0"
D,9,1;3;5;b7;9,"x,2,1,3,4,x",D F# C E,"x, 5, 4, 5, 5, x"
D,9,1;3;5;b7;9,"x,1,3,2,4,0",F# C E A E,"x, 9, 10, 9, 10, 0"
D,9,1;3;5;b7;9,"2,x,0,3,1,0",F# D A C E,"2, x, 0, 2, 1, 0"
D,9,1;3;5;b7;9,"x,2,1,3,3,3",D F# C E A,"x, 5, 4, 5, 5, 5"
D,9,1;3;5;b7;9,"x,2,x,1,3,0",C A D E,"x, 3, x, 2, 3, 0"
D,9,1;3;5;b7;9,"x,1,3,1,1,1",D A C E A,"x, 5, 7, 5, 5, 5"
D,9,1;3;5;b7;9,"x,x,1,3,2,1",D A C E,"x, x, 0, 2, 1, 0"
D,9,1;3;5;b7;9,"x,1,3,2,4,x",F# C E A,"x, 9, 10, 9, 10, x"
D,9,1;3;5;b7;9,"2,x,1,3,3,3",A F# C E A,"5, x, 4, 5, 5, 5"
D,9b5,1;3;b5;b7;9,"x,x,0,1,2,0",D Ab C E,"x, x, 0, 1, 1, 0"
D,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",Ab D F# C E Ab,"4, 5, 4, 5, 5, 4"
D,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",D F# C E Ab D,"10, 9, 10, 9, 9, 10"
D,maj13,1;3;5;7;9;11;13,"x,1,1,1,2,1",F# B E A C#,"x, 9, 9, 9, 10, 9"
D,7,1;3;5;b7,"x,0,0,2,1,3",A D A C F#,"x, 0, 0, 2, 1, 2"
D,7,1;3;5;b7,"x,1,3,1,4,1",D A C F# A,"x, 5, 7, 5, 7, 5"
D,7,1;3;5;b7,"1,3,1,2,4,1",D A C F# C D,"10, 0, 10, 11, 1, 10"
D,7,1;3;5;b7,"x,x,0,2,1,3",D A C F#,"x, x, 0, 2, 1, 2"
D,7,1;3;5;b7,"x,4,0,1,3,2",C D A D F#,"x, 3, 0, 2, 3, 2"
D,7,1;3;5;b7,"x,3,2,4,1,x",D F# C D,"x, 5, 4, 5, 3, x"
D,7,1;3;5;b7,"x,2,1,3,x,x",D F# C,"x, 5, 4, 5, x, x"
D,7,1;3;5;b7,"x,x,1,1,1,3",A D F# C,"x, x, 7, 7, 7, 8"
D,7,1;3;5;b7,"x,x,3,2,4,1",D F# C D,"x, x, 0, 11, 1, 10"
D,7,1;3;5;b7,"1,x,2,3,x,x",D C F#,"10, x, 10, 11, x, x"
D,7,1;3;5;b7,"x,x,2,3,1,4",F# C D A,"x, x, 4, 5, 3, 5"
D,7,1;3;5;b7,"1,x,2,4,3,x",D C F# A,"10, x, 10, 11, 10, x"
D,7,1;3;5;b7,"x,x,2,3,1,4",F# C D A,"x, x, 4, 5, 3, 5"
D,7,1;3;5;b7,"x,x,1,3,2,4",D A C F#,"x, x, 0, 2, 1, 2"
D,7,1;3;5;b7,"2,x,1,1,1,x",C A D F#,"8, x, 7, 7, 7, x"
D,7,1;3;5;b7,"x,0,4,1,1,x",A C D F#,"x, 0, 10, 7, 7, x"
D,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",Ab D F B,"4, 5, 3, 4, x, x"
D,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",F B D Ab,"x, 8, 9, 7, 9, x"
D,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",B F Ab D,"x, x, 9, 10, 9, 10"
D,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Ab D F B,"x, x, 6, 7, 6, 7"
D,dim7,1;b3;b5;bb7,"2,x,1,3,1,x",D B F Ab,"10, x, 9, 10, 9, x"
D,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",D Ab B F,"x, 5, 6, 4, 6, x"
D,aug,1;3;#5,"x,3,2,1,1,x",D F# A# D,"x, 5, 4, 3, 3, x"
D,aug,1;3;#5,"4,3,2,1,x,x",A# D F# A#,"6, 5, 4, 3, x, x"
D,aug,1;3;#5,"x,x,4,2,3,1",D F# A# D,"x, x, 0, 11, 11, 10"
D,aug,1;3;#5,"x,x,0,3,4,2",D A# D F#,"x, x, 0, 3, 3, 2"
D,maj,1;3;5,"x,0,0,1,3,2",A D A D F#,"x, 0, 0, 2, 3, 2"
D,maj,1;3;5,"x,1,3,3,3,x",D A D F#,"x, 5, 7, 7, 7, x"
D,maj,1;3;5,"1,3,4,2,1,1",D A D F# A D,"10, 0, 0, 11, 10, 10"
D,maj,1;3;5,"x,x,0,1,3,2",D A D F#,"x, x, 0, 2, 3, 2"
D,maj,1;3;5,"x,4,3,1,2,1",D F# A D F#,"x, 5, 4, 2, 3, 2"
D,maj,1;3;5,"x,1,3,3,3,1",D A D F# A,"x, 5, 7, 7, 7, 5"
D,maj,1;3;5,"x,0,3,1,2,1",A F# A D F#,"x, 0, 4, 2, 3, 2"
D,maj,1;3;5,"x,x,0,3,4,1",D D F# A,"x, x, 0, 7, 7, 5"
D,maj,1;3;5,"x,4,3,1,2,x",D F# A D,"x, 5, 4, 2, 3, x"
D,maj,1;3;5,"2,1,x,4,x,x",D F# F#,"10, 9, x, 11, x, x"
D,maj,1;3;5,"x,x,3,1,2,1",F# A D F#,"x, x, 4, 2, 3, 2"
D,maj,1;3;5,"x,x,1,1,1,x",A D F#,"x, x, 7, 7, 7, x"
D,maj,1;3;5,"x,0,3,1,x,x",A F# A,"x, 0, 4, 2, x, x"
D,maj,1;3;5,"x,x,1,1,1,4",A D F# D,"x, x, 7, 7, 7, 10"
D,maj,1;3;5,"x,x,3,2,1,1",D F# A D,"x, x, 0, 11, 10, 10"
D,maj,1;3;5,"x,2,1,x,x,x",D F#,"x, 5, 4, x, x, x"
D,11,1;3;5;b7;9;11,"x,0,0,0,1,0",A D G C E,"x, 0, 0, 0, 1, 0"
D,11,1;3;5;b7;9;11,"x,1,1,1,1,1",D G C E A,"x, 5, 5, 5, 5, 5"
D,11,1;3;5;b7;9;11,"4,x,3,2,1,1",D C E G C,"10, x, 10, 9, 8, 8"
D,maj9,1;3;5;7;9,"x,0,4,1,2,0",A F# A C# E,"x, 0, 4, 2, 2, 0"
D,maj9,1;3;5;7;9,"x,2,1,4,3,x",D F# C# E,"x, 5, 4, 6, 5, x"
D,maj9,1;3;5;7;9,"x,0,4,1,2,1",A D E A C#,"x, 0, 0, 9, 10, 9"
D,maj9,1;3;5;7;9,"x,3,4,1,2,0",C# F# A D E,"x, 4, 4, 2, 3, 0"
D,sus2,1;2;5,"x,x,0,1,3,0",D A D E,"x, x, 0, 2, 3, 0"
D,sus2,1;2;5,"x,0,0,1,3,0",A D A D E,"x, 0, 0, 2, 3, 0"
D,sus2,1;2;5,"x,1,3,4,1,1",D A D E A,"x, 5, 7, 7, 5, 5"
D,sus2,1;2;5,"1,1,3,4,1,1",A D A D E A,"5, 5, 7, 7, 5, 5"
D,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x",D C F G,"10, x, 10, 10, 8, x"
D,m11,1;b3;5;b7;9;11,"x,x,1,3,4,1",F C E G,"x, x, 3, 5, 5, 3"
D,m11,1;b3;5;b7;9;11,"x,x,2,3,1,4",C F G D,"x, x, 10, 10, 8, 10"
D,m11,1;b3;5;b7;9;11,"x,x,1,3,1,1",F C D G,"x, x, 3, 5, 3, 3"
D,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1",D F C E G,"x, 5, 3, 5, 5, 3"
D,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1",D G C F A,"x, 5, 5, 5, 6, 5"
D,m11,1;b3;5;b7;9;11,"x,x,2,3,1,4",D G A E,"x, x, 0, 0, 10, 0"
D,m11,1;b3;5;b7;9;11,"x,x,3,1,4,x",A C G,"x, x, 7, 5, 8, x"
D,m11,1;b3;5;b7;9;11,"x,2,1,3,1,1",D F C D G,"x, 5, 3, 5, 3, 3"
D,m11,1;b3;5;b7;9;11,"x,0,2,0,3,0",A F G D E,"x, 0, 3, 0, 3, 0"
D,m11,1;b3;5;b7;9;11,"2,x,3,4,1,1",D C F G C,"10, x, 10, 10, 8, 8"
D,m13,1;b3;5;b7;9;11;13,"x,1,3,1,2,4",D A C F B,"x, 5, 7, 5, 6, 7"
D,m,1;b3;5,"x,0,0,2,3,1",A D A D F,"x, 0, 0, 2, 3, 1"
D,m,1;b3;5,"x,1,3,4,2,1",D A D F A,"x, 5, 7, 7, 6, 5"
D,m,1;b3;5,"1,3,4,1,1,1",D A D F A D,"10, 0, 0, 10, 10, 10"
D,m,1;b3;5,"x,x,0,2,3,1",D A D F,"x, x, 0, 2, 3, 1"
D,m,1;b3;5,"2,x,x,3,x,x",D F,"10, x, x, 10, x, x"
D,m,1;b3;5,"x,x,x,x,1,4",F D,"x, x, x, x, 6, 10"
D,m,1;b3;5,"x,x,3,4,2,1",A D F A,"x, x, 7, 7, 6, 5"
D,m,1;b3;5,"1,x,0,2,4,x",F D A D,"1, x, 0, 2, 3, x"
D,m,1;b3;5,"x,x,3,4,2,x",A D F,"x, x, 7, 7, 6, x"
D,m,1;b3;5,"x,x,3,1,1,1",D F A D,"x, x, 0, 10, 10, 10"
D,m,1;b3;5,"1,3,x,1,x,1",D A F D,"10, 0, x, 10, x, 10"
D,m,1;b3;5,"x,x,0,1,1,1",D F A D,"x, x, 0, 10, 10, 10"
D,m,1;b3;5,"x,3,0,1,x,1",A D F D,"x, 0, 0, 10, x, 10"
D,m,1;b3;5,"x,1,3,4,2,x",D A D F,"x, 5, 7, 7, 6, x"
D,m,1;b3;5,"x,1,x,3,2,1",D D F A,"x, 5, x, 7, 6, 5"
D,m,1;b3;5,"x,0,2,x,3,x",A F D,"x, 0, 3, x, 3, x"
D,m,1;b3;5,"x,4,2,1,x,x",D F A,"x, 5, 3, 2, x, x"
D,m,1;b3;5,"x,x,x,3,2,1",D F A,"x, x, x, 7, 6, 5"
D,m,1;b3;5,"x,x,0,3,2,1",D D F A,"x, x, 0, 7, 6, 5"
D,7b5,1;3;b5;b7,"x,1,2,1,3,x",D Ab C F#,"x, 5, 6, 5, 7, x"
D,7b5,1;3;b5;b7,"x,x,2,4,1,3",C F# Ab D,"x, x, 10, 11, 9, 10"
D,7b5,1;3;b5;b7,"1,3,2,4,x,x",D Ab C F#,"10, 11, 10, 11, x, x"
D,m7,1;b3;5;b7,"x,0,0,2,1,1",A D A C F,"x, 0, 0, 2, 1, 1"
D,m7,1;b3;5;b7,"x,1,3,1,2,1",D A C F A,"x, 5, 7, 5, 6, 5"
D,m7,1;b3;5;b7,"1,3,1,1,4,1",D A C F C D,"10, 0, 10, 10, 1, 10"
D,m7,1;b3;5;b7,"x,x,0,2,1,1",D A C F,"x, x, 0, 2, 1, 1"
D,m7,1;b3;5;b7,"2,x,3,3,x,x",D C F,"10, x, 10, 10, x, x"
D,m7,1;b3;5;b7,"2,x,3,3,3,x",D C F A,"10, x, 10, 10, 10, x"
D,m7,1;b3;5;b7,"x,2,1,3,4,x",D F C F,"x, 5, 3, 5, 6, x"
D,m7,1;b3;5;b7,"x,2,1,3,x,x",D F C,"x, 5, 3, 5, x, x"
D,m7,1;b3;5;b7,"x,1,x,2,3,x",D C F,"x, 5, x, 5, 6, x"
D,m7,1;b3;5;b7,"x,x,1,3,1,4",F C D A,"x, x, 3, 5, 3, 5"
D,m7,1;b3;5;b7,"x,x,1,1,1,1",C F A D,"x, x, 10, 10, 10, 10"
D,m7,1;b3;5;b7,"x,x,0,1,3,2",D C F A,"x, x, 0, 5, 6, 5"
D,m7,1;b3;5;b7,"x,1,3,1,2,4",D A C F C,"x, 5, 7, 5, 6, 8"
D,m7,1;b3;5;b7,"x,x,3,1,2,x",A C F,"x, x, 7, 5, 6, x"
D,m(maj7),1;b3;5;7,"x,x,0,2,3,1",D A C# F,"x, x, 0, 2, 2, 1"
D,m(maj7),1;b3;5;7,"x,x,3,1,2,x",A C# F,"x, x, 7, 6, 6, x"
D,dim,1;b3;b5,"x,1,2,4,3,x",D Ab D F,"x, 5, 6, 7, 6, x"
D,dim,1;b3;b5,"x,x,4,3,1,2",D F Ab D,"x, x, 0, 10, 9, 10"
D,dim,1;b3;b5,"1,2,3,1,x,x",D Ab D F,"10, 11, 0, 10, x, x"
D,dim,1;b3;b5,"x,x,3,1,4,x",F Ab D,"x, x, 3, 1, 3, x"
D,dim,1;b3;b5,"x,3,1,2,1,x",F Ab D F,"x, 8, 6, 7, 6, x"
D,6,1;3;5;6,"x,0,0,1,0,2",A D A B F#,"x, 0, 0, 2, 0, 2"
D,6,1;3;5;6,"x,1,3,3,3,3",D A D F# B,"x, 5, 7, 7, 7, 7"
D,6,1;3;5;6,"1,x,3,2,4,1",D D F# B D,"10, x, 0, 11, 0, 10"
D,6,1;3;5;6,"x,x,0,2,0,3",D A B F#,"x, x, 0, 2, 0, 2"
D,6,1;3;5;6,"x,x,3,2,4,1",D F# B D,"x, x, 0, 11, 0, 10"
D,6,1;3;5;6,"x,4,2,3,1,x",D F# B D,"x, 5, 4, 4, 3, x"
D,6,1;3;5;6,"x,x,0,3,x,x",D B,"x, x, 0, 4, x, x"
D,6,1;3;5;6,"x,x,x,2,3,4",D F# B,"x, x, x, 7, 7, 7"
D,6,1;3;5;6,"x,1,4,x,x,x",D B,"x, 5, 9, x, x, x"
D,6,1;3;5;6,"x,x,3,3,3,3",A D F# B,"x, x, 7, 7, 7, 7"
D,7(#5),1;3;#5;b7,"x,1,2,1,1,x",C F# A# D,"x, 3, 4, 3, 3, x"
D,7(#5),1;3;#5;b7,"x,1,4,1,3,2",D A# C F# A#,"x, 5, 8, 5, 7, 6"
D,7(#5),1;3;#5;b7,"1,x,1,2,3,1",D C F# A# D,"10, x, 10, 11, 11, 10"
D,7(#5),1;3;#5;b7,"x,x,1,2,3,1",C F# A# D,"x, x, 10, 11, 11, 10"
D,7(#5),1;3;#5;b7,"1,x,2,3,4,x",D C F# A#,"10, x, 10, 11, 11, x"
D,7sus4,1;4;5;b7,"x,0,0,2,1,3",A D A C G,"x, 0, 0, 2, 1, 3"
D,7sus4,1;4;5;b7,"x,1,3,1,4,1",D A C G A,"x, 5, 7, 5, 8, 5"
D,7sus4,1;4;5;b7,"1,3,1,4,1,1",D A C G A D,"10, 0, 10, 0, 10, 10"
D,maj7,1;3;5;7,"x,0,0,1,1,1",A D A C# F#,"x, 0, 0, 2, 2, 2"
D,maj7,1;3;5;7,"x,1,3,2,4,1",D A C# F# A,"x, 5, 7, 6, 7, 5"
D,maj7,1;3;5;7,"x,x,4,3,2,1",D F# A C#,"x, x, 0, 11, 10, 9"
D,maj7,1;3;5;7,"x,x,0,1,1,1",D A C# F#,"x, x, 0, 2, 2, 2"
D,maj7,1;3;5;7,"x,1,3,2,4,x",D A C# F#,"x, 5, 7, 6, 7, x"
D,maj7,1;3;5;7,"x,4,3,1,1,1",D F# A C# F#,"x, 5, 4, 2, 2, 2"
D,maj7,1;3;5;7,"x,2,1,4,x,x",D F# C#,"x, 5, 4, 6, x, x"
D,5,1;5,"x,1,3,x,x,x",D A,"x, 5, 7, x, x, x"
D,5,1;5,"1,3,x,x,x,x",D A,"10, 0, x, x, x, x"
D,5,1;5,"x,1,3,4,x,x",D A D,"x, 5, 7, 7, x, x"
D,5,1;5,"x,x,0,1,3,x",D A D,"x, x, 0, 2, 3, x"
D,5,1;5,"x,x,x,x,1,3",D A,"x, x, x, x, 3, 5"
D,5,1;5,"1,3,4,x,x,x",D A D,"10, 0, 0, x, x, x"
D,5,1;5,"x,x,3,4,x,x",A D,"x, x, 7, 7, x, x"
D,5,1;5,"x,x,0,1,3,4",D A D A,"x, x, 0, 2, 3, 5"
D,5,1;5,"x,4,x,1,2,x",D A D,"x, 5, x, 2, 3, x"
D,5,1;5,"x,x,0,1,x,x",D A,"x, x, 0, 2, x, x"
D,5,1;5,"x,0,0,1,3,x",A D A D,"x, 0, 0, 2, 3, x"
D,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x",D G# C,"x, 5, 6, 5, x, x"
D,7(#11),1;3;5;b7;#11,"x,x,x,1,3,2",D G# C,"x, x, x, 7, 9, 8"
D,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",D C F# G#,"10, x, 10, 11, 9, x"
D,m6,1;b3;5;6,"x,0,0,2,0,1",A D A B F,"x, 0, 0, 2, 0, 1"
D,m6,1;b3;5;6,"x,1,x,3,2,4",D D F B,"x, 5, x, 7, 6, 7"
D,m6,1;b3;5;6,"1,x,3,1,4,1",D D F B D,"10, x, 0, 10, 0, 10"
D,m6,1;b3;5;6,"x,x,0,2,0,1",D A B F,"x, x, 0, 2, 0, 1"
D,m6,1;b3;5;6,"x,3,1,2,1,x",D F B D,"x, 5, 3, 4, 3, x"
D,m6,1;b3;5;6,"x,3,1,2,4,x",D F B F,"x, 5, 3, 4, 6, x"
D,m6,1;b3;5;6,"2,x,1,3,3,3",D B F A D,"10, x, 9, 10, 10, 10"
D,m6,1;b3;5;6,"1,4,3,1,1,1",D B D F A D,"10, 2, 0, 10, 10, 10"
D,m6,1;b3;5;6,"x,x,1,3,1,2",D A B F,"x, x, 0, 2, 0, 1"
D,m6,1;b3;5;6,"x,3,1,2,1,4",D F B D A,"x, 5, 3, 4, 3, 5"
D,m6,1;b3;5;6,"x,x,3,1,2,x",A B F,"x, x, 7, 4, 6, x"
D,m6/9,1;b3;5;6;9,"x,3,1,2,4,x",D F B E,"x, 5, 3, 4, 5, x"
D,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",D F# C Eb,"x, 5, 4, 5, 4, x"
D,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",D F# C Eb,"10, 9, 10, 8, x, x"
D,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",D C F# A Eb,"10, x, 10, 11, 10, 11"
D,7(b9),1;3;5;b7;b9,"x,2,3,1,4,x",F# C Eb A,"x, 9, 10, 8, 10, x"
D,7(b9),1;3;5;b7;b9,"x,2,1,3,1,4",D F# C Eb A,"x, 5, 4, 5, 4, 5"
D,7(b9),1;3;5;b7;b9,"2,x,1,3,1,x",A F# C Eb,"5, x, 4, 5, 4, x"
D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4",C F# A Eb,"x, x, 10, 11, 10, 11"
D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4",Eb A C F#,"x, x, 1, 2, 1, 2"
D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4",A Eb F# C,"x, x, 7, 8, 7, 8"
D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4",Eb A C F#,"x, x, 1, 2, 1, 2"
D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4",F# C Eb A,"x, x, 4, 5, 4, 5"
D,m9,1;b3;5;b7;9,"x,0,x,2,1,0",A A C E,"x, 0, x, 2, 1, 0"
D,m9,1;b3;5;b7;9,"x,2,1,3,4,x",D F C E,"x, 5, 3, 5, 5, x"
D,m9,1;b3;5;b7;9,"1,3,1,1,1,4",D A C F A E,"10, 0, 10, 10, 10, 0"
D,m9,1;b3;5;b7;9,"x,x,1,3,3,3",F C E A,"x, x, 3, 5, 5, 5"
D,m9,1;b3;5;b7;9,"x,x,1,1,1,3",C F A E,"x, x, 10, 10, 10, 0"
D,m9,1;b3;5;b7;9,"x,x,2,4,1,3",A E F C,"x, x, 7, 9, 6, 8"
D,13(b9),1;3;5;b7;b9;11;13,"x,2,1,3,1,4",D F# C Eb B,"x, 5, 4, 5, 4, 7"
D,13(b9),1;3;5;b7;b9;11;13,"3,x,4,2,1,1",D C Eb F# B,"10, x, 10, 8, 7, 7"
D,sus4,1;4;5,"x,0,0,1,3,4",A D A D G,"x, 0, 0, 2, 3, 3"
D,sus4,1;4;5,"x,1,2,3,4,1",D A D G A,"x, 5, 7, 7, 8, 5"
D,sus4,1;4;5,"1,1,3,4,1,1",D G D G A D,"10, 10, 0, 0, 10, 10"
D,sus4,1;4;5,"x,x,0,1,3,4",D A D G,"x, x, 0, 2, 3, 3"
D,6/9,1;3;5;6;9,"x,2,1,1,3,4",D F# B E A,"x, 5, 4, 4, 5, 5"
D,6/9,1;3;5;6;9,"2,1,1,1,3,4",D F# B E A D,"10, 9, 9, 9, 10, 10"
D,6/9,1;3;5;6;9,"x,x,2,1,3,4",D F# B E,"x, x, 0, 11, 0, 0"
D,6/9,1;3;5;6;9,"1,3,4,2,0,0",D A D F# B E,"10, 0, 0, 11, 0, 0"
D,6/9,1;3;5;6;9,"x,1,3,4,0,0",D A D B E,"x, 5, 7, 7, 0, 0"
D,6/9,1;3;5;6;9,"x,1,x,2,3,0",B A D E,"x, 2, x, 2, 3, 0"
D,6/9,1;3;5;6;9,"x,x,0,2,0,0",D A B E,"x, x, 0, 2, 0, 0"
D,6/9,1;3;5;6;9,"x,2,3,1,0,0",A D F# B E,"x, 0, 0, 11, 0, 0"
D,6/9,1;3;5;6;9,"2,x,0,3,0,0",F# D A B E,"2, x, 0, 2, 0, 0"
E,13,1;3;5;b7;9;11;13,"0,x,0,1,2,3",E D G# C# F#,"0, x, 0, 1, 2, 2"
E,13,1;3;5;b7;9;11;13,"0,x,1,2,3,4",E G# D F# C#,"0, x, 6, 7, 7, 9"
E,13,1;3;5;b7;9;11;13,"0,x,4,3,1,1",E D F# G# C#,"0, x, 0, 11, 9, 9"
E,13,1;3;5;b7;9;11;13,"0,2,0,1,3,0",E B D G# C# E,"0, 2, 0, 1, 2, 0"
E,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",E G# D F# C#,"x, 7, 6, 7, 7, 9"
E,13,1;3;5;b7;9;11;13,"x,1,3,4,2,x",D G# C# E,"x, 5, 6, 6, 5, x"
E,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4",G# D F# C#,"x, x, 6, 7, 7, 9"
E,13,1;3;5;b7;9;11;13,"0,1,3,4,2,x",E D G# C# E,"0, 5, 6, 6, 5, x"
E,7(#9),1;3;5;b7;#9,"0,x,2,1,3,4",E E G# D G,"0, x, 2, 1, 3, 3"
E,7(#9),1;3;5;b7;#9,"0,2,1,3,4,0",E E G# D G E,"0, 7, 6, 7, 8, 0"
E,7(#9),1;3;5;b7;#9,"0,1,3,3,3,0",E G# D G B E,"0, 11, 0, 0, 0, 0"
E,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",E G# D G,"x, 7, 6, 7, 8, x"
E,7(#9),1;3;5;b7;#9,"0,x,x,x,3,4",E D G,"0, x, x, x, 3, 3"
E,7(#9),1;3;5;b7;#9,"x,x,2,1,4,4",E G# D G,"x, x, 2, 1, 3, 3"
E,7(#9),1;3;5;b7;#9,"0,2,1,3,4,x",E E G# D G,"0, 7, 6, 7, 8, x"
E,9,1;3;5;b7;9,"0,2,0,1,4,3",E B D G# D F#,"0, 2, 0, 1, 3, 2"
E,9,1;3;5;b7;9,"0,2,1,3,4,0",E E G# D F# E,"0, 7, 6, 7, 7, 0"
